music_baby,music_other,speech_baby,speech_other,,mean,std
3.125,7.583333333,21.45833333,26,,,
3.791666667,6.916666667,25.66666667,26.375,,,
3.416666667,6.833333333,24.58333333,26.125,,,
2.833333333,7.416666667,20.16666667,28.08333333,,,
3.083333333,6.5,23.29166667,26.41666667,,,
3.166666667,7.041666667,21.70833333,26.66666667,,,
3.875,7.75,20.58333333,28.70833333,,,
3.375,7.375,21.45833333,26.45833333,,,
3.041666667,6.666666667,23.95833333,27.16666667,,,
3,7.041666667,24.66666667,26.875,,,
2.958333333,6.625,26.20833333,24.83333333,,,
3.375,6.25,22.125,24.75,,,
2.875,6.291666667,23.20833333,26.16666667,,,
3.541666667,7.416666667,22.29166667,25.66666667,,,
3.333333333,5.958333333,22.70833333,24.54166667,,,
3.166666667,7.625,22.29166667,25.875,,,
3.25,7.041666667,23.33333333,26.20833333,,,
2.583333333,6.75,23.16666667,27.83333333,,,
3.166666667,5.916666667,21.625,27.58333333,,,
3.208333333,6.833333333,23.08333333,25.79166667,,,
3.5,6.75,25.5,26.66666667,,,
3.333333333,7.541666667,21.95833333,27.54166667,,,
2.833333333,6.041666667,24.625,25.66666667,,,
3.083333333,6.916666667,24.70833333,23.125,,,
3.583333333,6.875,20.125,28.83333333,,,
3.25,5.833333333,22,26.375,,,
3.25,7.333333333,23.20833333,26.875,,,
2.875,6.666666667,21.875,29.16666667,,,
3.541666667,6.75,22.95833333,26.83333333,,,
3.333333333,6.75,22.41666667,27.70833333,,,
3.125,6.208333333,25.70833333,27.91666667,,,
3.25,6.375,21.5,26.83333333,,,
2.625,7.458333333,22.125,27.58333333,,,
3.583333333,6.541666667,20.375,25.33333333,,,
3.583333333,7.625,25.125,26.66666667,,,
2.333333333,5.708333333,23.41666667,25.16666667,,,
3.208333333,5.75,23.91666667,28.25,,,
2.541666667,6.958333333,20.125,26.95833333,,,
3.083333333,7.083333333,21.45833333,28.25,,,
3.625,7.791666667,21.41666667,27.41666667,,,
2.541666667,7.666666667,24.79166667,27.33333333,,,
3.291666667,7,21.25,26.66666667,,,
2.833333333,5.666666667,24.875,26.5,,,
3.375,7.375,23.79166667,25.41666667,,,
3.375,7.291666667,21.625,27.83333333,,,
2.958333333,7.166666667,24.83333333,25.95833333,,,
3,6.625,24.04166667,26.5,,,
3.041666667,7.208333333,25.91666667,26.70833333,,,
3.208333333,5.958333333,24.375,27.25,,,
2.666666667,6.625,23.41666667,26.875,,,
2.833333333,7.458333333,22.66666667,28.16666667,,,
3.625,6.333333333,21.58333333,27.41666667,,,
3.625,6.791666667,22.25,27.91666667,,,
2.791666667,7.041666667,24.29166667,27.66666667,,,
3.25,6.333333333,23.625,27.45833333,,,
2.625,6.291666667,20.79166667,26.45833333,,,
3.25,6.416666667,23.125,28.79166667,,,
3.583333333,7.666666667,20.54166667,28.375,,,
3.25,7.541666667,22.5,27.33333333,,,
3.916666667,6.958333333,20.95833333,27.875,,,
2.333333333,6.416666667,23.375,25.75,,,
2.958333333,6.791666667,22.83333333,28.04166667,,,
3.375,8.208333333,21.91666667,26.54166667,,,
3.541666667,6.666666667,22.375,25.04166667,,,
3.125,7.416666667,21.95833333,27.91666667,,,
3.125,7.541666667,23.41666667,26.33333333,,,
2.75,5.958333333,21.16666667,28.54166667,,,
3.166666667,6.958333333,22.41666667,25.83333333,,,
2.458333333,8,22.45833333,27.625,,,
2.75,6.833333333,22.29166667,26.95833333,,,
2.708333333,6.125,22.41666667,25.91666667,,,
2.916666667,7.625,23.79166667,26.54166667,,,
3.083333333,6.666666667,21.5,27.75,,,
3.083333333,6.958333333,22.70833333,24.33333333,,,
2.791666667,7.25,24.83333333,24.79166667,,,
3.125,6.5,24,28.04166667,,,
3.583333333,6.541666667,25.08333333,25.08333333,,,
3.25,6.5,20.83333333,25.875,,,
2.875,7.125,20.5,27.70833333,,,
3.041666667,6.583333333,20.20833333,29.54166667,,,
3.375,7.25,22,28.54166667,,,
3.25,6.375,24,27.29166667,,,
2.541666667,7,22.375,27.75,,,
3.458333333,6.75,22.375,27.625,,,
2.958333333,6.75,24.45833333,28,,,
2.75,6.416666667,23.33333333,25.79166667,,,
3.5,7.916666667,20.41666667,25.41666667,,,
2.958333333,6.25,24.45833333,26.29166667,,,
3.625,7.916666667,23.04166667,27.875,,,
2.833333333,7.416666667,24.41666667,26.16666667,,,
3,6.5,21.875,29.04166667,,,
3.458333333,6.875,23.70833333,26.375,,,
2.833333333,6.541666667,23.375,27.20833333,,,
3.291666667,5.833333333,25.54166667,25.91666667,,,
2.916666667,7.083333333,24.33333333,26.625,,,
3.25,6.833333333,24.66666667,27.08333333,,,
2.958333333,6.916666667,24.875,26.125,,,
2.916666667,6.708333333,23.08333333,27.91666667,,,
3.375,6.5,22.66666667,26.58333333,,,
3.125,6.875,22.91666667,25.95833333,,,
2.583333333,6.5,22.75,27.41666667,,,
3.541666667,6.916666667,22.625,27.08333333,,,
3.25,6.791666667,23,27.33333333,,,
3.666666667,7.833333333,20.04166667,28,,,
3.833333333,7.416666667,20,25.79166667,,,
3.125,6.541666667,24.45833333,26,,,
3.166666667,7.666666667,24,26.29166667,,,
3.666666667,7.333333333,22.54166667,26.08333333,,,
2.833333333,7.125,20.79166667,25.95833333,,,
3.541666667,6.583333333,23.95833333,25.70833333,,,
2.958333333,5.541666667,25.125,27.33333333,,,
2.875,6.291666667,23.70833333,27.08333333,,,
3.5,6.25,22.04166667,27.66666667,,,
3.041666667,6.833333333,23.29166667,26.08333333,,,
2.583333333,6.583333333,25,23.70833333,,,
2.958333333,6.625,22.45833333,26.875,,,
2.791666667,6.666666667,21.08333333,27.29166667,,,
3.458333333,7.083333333,21.54166667,26.625,,,
3.375,7.041666667,20.66666667,28.29166667,,,
2.875,5.125,21.75,26.75,,,
3.583333333,7.166666667,22.875,26.41666667,,,
3.458333333,6.875,21.375,26.41666667,,,
3.666666667,6.291666667,21,28.625,,,
2.833333333,6.666666667,25.25,26.16666667,,,
3.208333333,6.041666667,24.41666667,25.54166667,,,
3.125,6.75,25,26.625,,,
3.583333333,7.375,20.875,26.54166667,,,
3.166666667,7,21.5,27.54166667,,,
3.125,7.416666667,24.08333333,26.29166667,,,
3.541666667,6.875,23.91666667,26.83333333,,,
2.708333333,6.541666667,22.75,25.66666667,,,
3.625,6.375,23,27.04166667,,,
3.208333333,6.166666667,21.58333333,28,,,
3.125,5.833333333,21.70833333,25.625,,,
3.583333333,6.875,22.20833333,27.125,,,
2.916666667,7.25,20.83333333,27.29166667,,,
3.125,6.041666667,22.41666667,26.08333333,,,
3.5,7.666666667,22.29166667,26.91666667,,,
3.333333333,7.25,20.95833333,27.79166667,,,
2.666666667,6.083333333,22.66666667,27.04166667,,,
3.291666667,7.541666667,24.20833333,26.91666667,,,
3.666666667,7.375,22.33333333,26.58333333,,,
3.375,6.25,22.66666667,25.66666667,,,
2.708333333,7,23.5,26.08333333,,,
3.25,6.291666667,21.875,24.75,,,
2.583333333,6.083333333,23.75,27.58333333,,,
3.208333333,7.291666667,22.125,27.95833333,,,
3.375,6.583333333,24.16666667,25.70833333,,,
3.291666667,6.083333333,24.33333333,25.25,,,
3.25,7,24.79166667,26.66666667,,,
3.416666667,7.041666667,22.5,26.66666667,,,
3.666666667,6.958333333,23.79166667,26.58333333,,,
3.5,7.083333333,21.04166667,28.25,,,
3.25,7.625,22.70833333,27.95833333,,,
3.583333333,7.833333333,26.25,26.04166667,,,
3,6.416666667,22.91666667,28.75,,,
3.75,7.416666667,23.95833333,29.33333333,,,
2.666666667,6.458333333,23,27,,,
3.25,8.041666667,20.79166667,28.70833333,,,
3.708333333,7.958333333,21.875,28.91666667,,,
2.666666667,6.125,22.41666667,26.83333333,,,
3.083333333,6.416666667,23.33333333,27,,,
3.125,7.041666667,22.58333333,26.95833333,,,
3.291666667,5.833333333,22.33333333,25.58333333,,,
3,7.125,24.79166667,26.29166667,,,
2.958333333,6.25,23.70833333,26.5,,,
3.041666667,7.333333333,21.54166667,28.33333333,,,
3.041666667,6.625,22.70833333,28.29166667,,,
2.708333333,6.791666667,24.08333333,26.54166667,,,
2.666666667,6.541666667,21,28.33333333,,,
3.75,6.541666667,22.375,27.20833333,,,
2.625,7.333333333,21.25,27.33333333,,,
2.541666667,6.916666667,22.125,27.79166667,,,
4.125,7.541666667,22.79166667,28.70833333,,,
3.041666667,6.875,23.54166667,26.83333333,,,
3.208333333,6.083333333,22.625,25.95833333,,,
3.541666667,6.666666667,24.125,27,,,
3.291666667,6.083333333,24.08333333,28.20833333,,,
3.333333333,7.25,20.70833333,26.41666667,,,
2.708333333,7.875,23.20833333,26.16666667,,,
2.75,6.916666667,22.66666667,29.75,,,
2.333333333,6.875,22.83333333,27.16666667,,,
3,7.041666667,20.66666667,26.70833333,,,
3.083333333,7.416666667,23.54166667,25.95833333,,,
3.666666667,6.083333333,24.79166667,26.125,,,
2.541666667,6.333333333,24.16666667,25.66666667,,,
2.875,7.916666667,22.83333333,26.79166667,,,
2.958333333,6.541666667,24.625,28.875,,,
2.416666667,6.583333333,20.66666667,27,,,
3.333333333,6.625,22.75,28.375,,,
3.416666667,6.875,20.70833333,28.08333333,,,
3,7.875,21.08333333,27.54166667,,,
2.916666667,7.25,23.16666667,26.45833333,,,
3.125,6.375,21.66666667,26.625,,,
3.125,6.625,21.29166667,28.20833333,,,
2.416666667,5.708333333,24.875,24.04166667,,,
3,7.166666667,23.20833333,27.29166667,,,
3.333333333,6.458333333,24.54166667,25.66666667,,,
3.458333333,6.458333333,24.41666667,24.66666667,,,
3.083333333,6.708333333,22.58333333,27,,,
3,6.958333333,21.375,27.54166667,,,
3.125,7.291666667,20.66666667,30.54166667,,,
3.708333333,6.583333333,23.625,27.66666667,,,
3.041666667,6.791666667,24.875,26.375,,,
2.333333333,7.041666667,23.95833333,26.375,,,
3.041666667,7,23.125,28.41666667,,,
2.791666667,6.875,21.5,25.58333333,,,
2.833333333,7.166666667,22.375,26.45833333,,,
3,7.291666667,22.66666667,27.20833333,,,
2.958333333,6.541666667,22.54166667,25,,,
3.333333333,7.166666667,21.625,29.29166667,,,
3.458333333,6.166666667,24,25.66666667,,,
3,7.375,22.83333333,26.45833333,,,
2.583333333,6.291666667,24.08333333,26.70833333,,,
3.541666667,6.833333333,23.875,28,,,
3.125,6.416666667,22.41666667,27.08333333,,,
3.458333333,6.166666667,21.33333333,26.375,,,
3.208333333,7.333333333,20.20833333,29.04166667,,,
2.375,6.875,22.83333333,27.33333333,,,
3.208333333,7.5,21.54166667,28.75,,,
3.083333333,6.458333333,24.70833333,25.70833333,,,
3.375,6.583333333,22.20833333,24.04166667,,,
3.125,7.041666667,20.91666667,27.83333333,,,
3.25,6.833333333,22.20833333,28.125,,,
3.541666667,6.916666667,22.54166667,26.04166667,,,
2.958333333,7.541666667,22,25.125,,,
3.625,7.333333333,22.5,27.79166667,,,
3.583333333,7.833333333,20.16666667,29.16666667,,,
3.583333333,7.416666667,22.375,27.04166667,,,
2.958333333,7,22.29166667,27.08333333,,,
3.25,6.958333333,22.70833333,27.5,,,
2.916666667,6.083333333,26.58333333,24.79166667,,,
3.333333333,6.666666667,21.45833333,23.75,,,
2.625,6.291666667,22.79166667,26.875,,,
3.75,6.875,23.91666667,27.83333333,,,
3.125,5.791666667,23.625,23.70833333,,,
3.125,6.625,22.41666667,27.95833333,,,
3.375,6.958333333,24.04166667,28.25,,,
2.625,7.083333333,22.875,28.25,,,
3,6.833333333,24.66666667,24.95833333,,,
2.916666667,5.666666667,24.625,25.33333333,,,
3.083333333,7.708333333,21.45833333,27,,,
3.416666667,7.625,21.5,27.75,,,
2.625,6.958333333,22.33333333,27.16666667,,,
2.875,6.916666667,23.125,27.41666667,,,
3.5,8.125,20,26.875,,,
3.458333333,7.166666667,22.58333333,27.04166667,,,
3.041666667,7,22.04166667,27.04166667,,,
2.5,7.041666667,22.25,25.54166667,,,
4.125,7,21.29166667,25.79166667,,,
3.875,7.583333333,24.875,26.25,,,
2.958333333,7.041666667,21.5,27.29166667,,,
2.958333333,6.291666667,22.75,27.91666667,,,
2.625,7.333333333,21.54166667,25.95833333,,,
3.541666667,6.958333333,21.45833333,26.83333333,,,
2.791666667,6.5,21.29166667,25.33333333,,,
2.708333333,7.708333333,19.875,28.58333333,,,
3.625,6.625,24.91666667,25.125,,,
3.208333333,7.458333333,22.66666667,28.625,,,
3.458333333,6.541666667,23.20833333,28.79166667,,,
2.708333333,7.708333333,20.20833333,27.54166667,,,
4.083333333,7.583333333,22.625,27.375,,,
3,6.416666667,24.75,27.08333333,,,
3.333333333,7.75,21.04166667,26.79166667,,,
2.791666667,6.75,24.875,26,,,
3.708333333,7.666666667,21.29166667,26.75,,,
3.041666667,7,22.83333333,27.45833333,,,
3.916666667,7.916666667,21.5,27,,,
2.416666667,5.708333333,19.375,28.04166667,,,
3,6.5,20.58333333,26.75,,,
2.5,6.833333333,21.625,27.04166667,,,
3.666666667,6.875,22.66666667,26.375,,,
3.083333333,8,21.375,27.83333333,,,
2.958333333,6.416666667,24.04166667,24.25,,,
3.25,6.625,22,24.54166667,,,
3.333333333,7.916666667,22.45833333,26.58333333,,,
2.833333333,6.708333333,19.70833333,27.625,,,
3.166666667,6.583333333,20.79166667,26.54166667,,,
3.291666667,6.333333333,20.70833333,27,,,
2.916666667,6.666666667,21.45833333,27.41666667,,,
3.583333333,6.25,23.16666667,24.70833333,,,
3.375,7.625,22.20833333,26.875,,,
2.666666667,7.5,19.70833333,26.95833333,,,
3.041666667,6.25,22.375,26.79166667,,,
2.791666667,5.791666667,21.79166667,28,,,
3.041666667,7.375,24.91666667,26.20833333,,,
2.833333333,6.791666667,21.625,26.08333333,,,
2.541666667,6.708333333,22.125,28.875,,,
3.375,7.958333333,19,26.25,,,
3.875,7.583333333,22.29166667,29.79166667,,,
2.875,7.666666667,22.45833333,27.66666667,,,
2.875,6.541666667,22.70833333,26.66666667,,,
2.875,6.416666667,22.20833333,27.20833333,,,
2.5,6.333333333,21.75,28.79166667,,,
3.166666667,7.5,24.5,26,,,
3.291666667,7.75,25.16666667,26.83333333,,,
3.208333333,6.25,21.66666667,27.58333333,,,
2.625,7,24.625,26.75,,,
2.208333333,6.541666667,21.95833333,25.95833333,,,
2.833333333,7.583333333,21.20833333,26.83333333,,,
3.333333333,8.041666667,25.91666667,26.875,,,
3.25,7.375,23.04166667,29.04166667,,,
3.25,7.541666667,23.625,25.54166667,,,
2.333333333,6.541666667,23.66666667,26,,,
3.458333333,7.125,22.79166667,26.54166667,,,
2.583333333,6.416666667,21.66666667,27.66666667,,,
2.875,6.75,22.08333333,27.04166667,,,
3.041666667,6.083333333,24.875,25.75,,,
4.083333333,6.708333333,23.83333333,26.25,,,
3.083333333,6.791666667,22.29166667,27.83333333,,,
2.875,6.416666667,21.95833333,28.54166667,,,
3.791666667,6.375,21.66666667,26.54166667,,,
3.208333333,6.125,22.58333333,25.70833333,,,
2.375,7.125,21.125,29,,,
3.125,7.083333333,23.70833333,25.83333333,,,
3.166666667,7.375,20.91666667,27.45833333,,,
2.875,7.333333333,19.45833333,28.41666667,,,
2.625,6.416666667,23.45833333,27.83333333,,,
3.125,6.916666667,18.625,28.66666667,,,
3.083333333,7.25,24.33333333,26.75,,,
3.208333333,6.958333333,22.20833333,27.83333333,,,
3.791666667,7.166666667,21.16666667,28.16666667,,,
3.375,6.666666667,21.54166667,26.04166667,,,
2.958333333,6.416666667,24.45833333,27.16666667,,,
3.625,5.458333333,20.08333333,26.33333333,,,
3.125,7.041666667,20.75,26.58333333,,,
3.291666667,6.75,22.66666667,25.95833333,,,
2.583333333,7.125,24,27.04166667,,,
2.875,6.75,22.75,26.41666667,,,
2.708333333,7.416666667,22.04166667,29.375,,,
2.791666667,7.708333333,20.79166667,26.75,,,
4.125,7.041666667,24.66666667,26.5,,,
4.125,7.208333333,22.20833333,26.25,,,
3.041666667,6.166666667,24.08333333,27.29166667,,,
2.666666667,7.5,24.45833333,27.66666667,,,
2.708333333,6.833333333,22.29166667,25.25,,,
3.375,6.625,21.75,27.58333333,,,
2.541666667,6.125,22.75,26.16666667,,,
2.833333333,6.625,26.41666667,24.375,,,
3,6.958333333,20.16666667,27.70833333,,,
2.416666667,7.041666667,24.75,26.33333333,,,
2.708333333,6.833333333,22.70833333,25.875,,,
2.875,6.333333333,22.58333333,28,,,
3.333333333,7.041666667,20.16666667,27.375,,,
2.875,6.75,24.66666667,28.875,,,
2.958333333,6.166666667,24.58333333,24.04166667,,,
2.958333333,7.708333333,22.83333333,26.75,,,
3.666666667,8.041666667,21.20833333,26.04166667,,,
3.083333333,7,23.70833333,25.25,,,
3.208333333,5.375,21.29166667,26.375,,,
3,6.875,23.875,29.16666667,,,
3.458333333,6.625,23.54166667,28.16666667,,,
2.791666667,6.083333333,22.29166667,25.83333333,,,
3,7.416666667,21.83333333,26.54166667,,,
3.375,7.416666667,21.625,26.45833333,,,
2.958333333,7.5,23.33333333,29.33333333,,,
3.708333333,7.166666667,22.04166667,27.625,,,
3.25,7.416666667,20.08333333,30.41666667,,,
2.916666667,6.166666667,23.125,26.04166667,,,
3.916666667,6.583333333,22.25,26.16666667,,,
3.625,7.083333333,20.5,27.625,,,
3.333333333,5.958333333,22.04166667,26.58333333,,,
2.875,6.916666667,22.45833333,28.91666667,,,
2.583333333,7.166666667,23.5,26.16666667,,,
3.958333333,7,23.91666667,26.33333333,,,
3.333333333,6.208333333,23.625,25.33333333,,,
3.25,7.791666667,24.125,27.66666667,,,
3.166666667,7.041666667,24.29166667,25.625,,,
3,7.791666667,21.45833333,27.375,,,
2.791666667,6.541666667,22.54166667,26,,,
3.541666667,7.083333333,25.08333333,24.20833333,,,
2.958333333,6.333333333,23.5,25.75,,,
4,7.708333333,21,28.29166667,,,
2.583333333,7.041666667,21,27.41666667,,,
3.875,6.458333333,23.375,26.91666667,,,
2.75,7.375,18.125,27.375,,,
3.333333333,7,22.125,27.04166667,,,
3.416666667,6.875,23.20833333,27.04166667,,,
3.75,7.458333333,21.08333333,26.625,,,
3.166666667,6.958333333,21.41666667,27.70833333,,,
3.375,6.375,22.91666667,27.33333333,,,
2.916666667,6.875,22.70833333,26.66666667,,,
2.291666667,6.875,20.45833333,28.04166667,,,
3,6.791666667,23.58333333,27.5,,,
2.958333333,7.041666667,27.5,25.70833333,,,
3.458333333,6.125,26.66666667,26,,,
2.958333333,7.791666667,21.125,25.41666667,,,
3,6.791666667,26.375,28.70833333,,,
2.916666667,7.125,22.33333333,27.875,,,
3.208333333,6.625,24.25,25.5,,,
3.541666667,6.875,22.75,26.70833333,,,
2.833333333,7.291666667,19.33333333,26.83333333,,,
3.458333333,6.75,19.66666667,28.79166667,,,
2.75,6.5,24.125,25.45833333,,,
3.125,6.166666667,23.125,26.20833333,,,
3.5,7.166666667,21.625,26.875,,,
3,6.375,22,27.95833333,,,
3.583333333,6.708333333,23.625,27.25,,,
2.333333333,6.166666667,23.125,26,,,
3.083333333,6.708333333,22.83333333,27.45833333,,,
3.375,5.916666667,21,26.04166667,,,
3.125,6.791666667,24.33333333,29.25,,,
3,6.958333333,22.375,26.91666667,,,
3.916666667,7.583333333,22.29166667,26.91666667,,,
2.833333333,7.041666667,22.33333333,27.79166667,,,
3.25,6.708333333,22.91666667,28.33333333,,,
2.583333333,6.875,22,27.08333333,,,
2.541666667,7.125,25.95833333,26.08333333,,,
3.541666667,7.875,21.95833333,27.41666667,,,
2.708333333,7.291666667,21.91666667,29.625,,,
3.041666667,7.625,19.125,27.25,,,
3.5,6.75,21.5,27.625,,,
3.375,7.25,22.66666667,25.83333333,,,
3.625,6.833333333,22.66666667,28.625,,,
3.833333333,7.5,24.25,27.33333333,,,
2.833333333,7.416666667,20.83333333,26.33333333,,,
3.291666667,6.541666667,25.125,24.75,,,
2.916666667,6.75,22.75,26.45833333,,,
3,7.625,24.29166667,26.95833333,,,
4.333333333,7.291666667,20.45833333,28.04166667,,,
2.625,7.541666667,25.91666667,25.5,,,
2.75,6.541666667,22.45833333,25.20833333,,,
3.458333333,7.458333333,20.95833333,28.20833333,,,
3.083333333,7.333333333,22.54166667,27.45833333,,,
3.5,7.916666667,21.75,26.5,,,
3.416666667,6.708333333,23,26.79166667,,,
3.041666667,7.458333333,24.54166667,27.95833333,,,
2.958333333,7.625,21.70833333,28.95833333,,,
3.041666667,7.708333333,19.79166667,27.5,,,
2.875,6.916666667,25.33333333,27.16666667,,,
3.666666667,6.708333333,23.79166667,26.125,,,
3,7.333333333,21.79166667,27.45833333,,,
3.75,6.625,21.08333333,26.45833333,,,
3.083333333,7.458333333,22,28.625,,,
3.541666667,7,23.29166667,26.20833333,,,
3.083333333,6.708333333,22.75,24.45833333,,,
3.166666667,5.625,26.70833333,26.125,,,
3.625,6.375,23.95833333,25.79166667,,,
3.125,6.833333333,21.625,26.16666667,,,
3.041666667,6.208333333,20.25,25.75,,,
3.375,6.958333333,22.79166667,27.75,,,
3.416666667,6.458333333,23.66666667,27.20833333,,,
3.041666667,6.583333333,23.70833333,26.20833333,,,
3.166666667,6.75,23.33333333,26.83333333,,,
2.791666667,7,22.08333333,27.375,,,
2.583333333,6.916666667,22.29166667,25.125,,,
3.416666667,6.625,22.04166667,25.29166667,,,
2.875,6.208333333,24.125,26.20833333,,,
2.875,6.916666667,21.58333333,28.95833333,,,
3.041666667,7.083333333,23.08333333,27.83333333,,,
3.375,7.875,23.41666667,28.66666667,,,
3.583333333,6.125,21.70833333,26.375,,,
3,7.875,21.5,26.29166667,,,
3.125,6.5,23.08333333,26.95833333,,,
3,6.291666667,24,25.08333333,,,
2.416666667,7,19.79166667,27.83333333,,,
3.625,7.166666667,23.125,25.83333333,,,
3.208333333,6.458333333,21.54166667,27.66666667,,,
2.708333333,7.541666667,22.04166667,27.79166667,,,
2.583333333,6.25,24.20833333,25.83333333,,,
2.875,5.541666667,22.66666667,27.70833333,,,
3.166666667,7,23.33333333,26.29166667,,,
2.958333333,7.333333333,21.58333333,25.70833333,,,
2.916666667,6.75,23.20833333,26.875,,,
2.916666667,7.833333333,21.33333333,28.41666667,,,
2.666666667,6.75,22.08333333,26.25,,,
3.166666667,7.458333333,21.20833333,25.41666667,,,
2.916666667,6.458333333,22.20833333,26.20833333,,,
2.625,6.458333333,21.54166667,27.08333333,,,
2.833333333,6.833333333,24.08333333,25.58333333,,,
3.208333333,6.958333333,24.375,28.41666667,,,
2.791666667,7.333333333,23.33333333,26.20833333,,,
3.333333333,6.666666667,21.91666667,27.91666667,,,
3.083333333,6.375,22.79166667,27.66666667,,,
2.75,7,22.54166667,26.95833333,,,
2.958333333,6.25,21.70833333,26.875,,,
3.458333333,7.625,23.70833333,26.75,,,
3.333333333,7.958333333,19,27.29166667,,,
3.791666667,7.083333333,22.875,25.16666667,,,
3.458333333,7.25,24.875,27.70833333,,,
2.833333333,7.083333333,22.08333333,26.95833333,,,
3.583333333,6.791666667,23.16666667,27.70833333,,,
3.25,6.541666667,21.25,26.41666667,,,
2.541666667,5.916666667,23.625,24.70833333,,,
2.958333333,6.666666667,21.29166667,25.79166667,,,
2.291666667,6.25,21.41666667,26.75,,,
2.458333333,7.708333333,24.125,26.91666667,,,
3.166666667,6.708333333,25.83333333,26.91666667,,,
3.041666667,6.708333333,21.66666667,29.54166667,,,
2.916666667,7.375,23.5,25.66666667,,,
2.958333333,6.041666667,22.375,23.83333333,,,
2.75,6.875,22.29166667,27.04166667,,,
3.125,6.708333333,22.875,26.375,,,
2.791666667,7.541666667,23.375,27.125,,,
3.791666667,7.291666667,20.79166667,25.75,,,
2.708333333,7.25,22.45833333,28.91666667,,,
3.583333333,6.708333333,25.83333333,26.20833333,,,
3.5,6.791666667,22.25,25.5,,,
3.291666667,6.25,21.75,25.83333333,,,
3.375,6.375,26.04166667,24.875,,,
3.833333333,7.791666667,20.95833333,28.58333333,,,
