music_device,music_person,speech_device,speech_person,,mean,std
14.125,1.791666667,5.208333333,47.66666667,,13.93183333,2.321493587
12.875,2.291666667,7.291666667,46.45833333,,2.219708333,0.390331214
16.54166667,2.083333333,6.125,45.625,,5.829833333,0.978335591
13.16666667,3.375,7.25,51.5,,47.56620833,2.716061435
14.33333333,1.916666667,7.291666667,46.33333333,,,
13.66666667,2.208333333,6.458333333,42.08333333,,,
13.95833333,2.333333333,5.25,46.95833333,,,
13.875,1.75,5.666666667,43.70833333,,,
16.45833333,1.875,5.5,50.625,,,
12.95833333,2.125,5,50.66666667,,,
13.66666667,2.291666667,5.125,54.125,,,
13.04166667,1.75,5,48.04166667,,,
17.83333333,2.166666667,7.208333333,43.54166667,,,
14.625,1.708333333,5.666666667,48.08333333,,,
12.91666667,2.458333333,5.25,49.125,,,
13.58333333,2.291666667,6.625,48.45833333,,,
14.25,2.041666667,6.625,45.70833333,,,
9.916666667,2.125,5.333333333,50.25,,,
14.20833333,1.958333333,5.291666667,45.58333333,,,
18.91666667,2.208333333,6.666666667,48.25,,,
15.16666667,2,7.75,48.375,,,
11.25,1.958333333,5.708333333,45.70833333,,,
11.95833333,2.416666667,4.916666667,49.20833333,,,
14.79166667,2.958333333,6.041666667,43.16666667,,,
14.16666667,2,4.666666667,43.58333333,,,
12.16666667,2.083333333,4.916666667,48.125,,,
15,2.041666667,7,46.54166667,,,
12.75,2.166666667,7.125,42.29166667,,,
13.95833333,1.625,4.875,45.875,,,
13.54166667,2.166666667,8.458333333,48.45833333,,,
14.625,1.791666667,4.125,45.04166667,,,
15.04166667,2.541666667,5.708333333,47,,,
10.66666667,1.708333333,4.041666667,49.75,,,
15,2.708333333,6.375,47.875,,,
13.625,2.375,4.5,51.29166667,,,
12.375,1.958333333,6.708333333,45.45833333,,,
11.20833333,1.666666667,6,48.375,,,
10.75,2.875,5.833333333,50.66666667,,,
13.16666667,2.291666667,6.875,49.5,,,
14.95833333,2.75,5.541666667,50.04166667,,,
11.5,1.791666667,5.458333333,46.91666667,,,
11.20833333,2.458333333,4.583333333,51.29166667,,,
18.75,1.875,6.625,45.375,,,
13.625,1.875,5.791666667,47.33333333,,,
12,2.541666667,4.541666667,53.375,,,
18.5,2.708333333,7.416666667,48.75,,,
11.04166667,2.208333333,5.75,47.58333333,,,
18.70833333,1.75,4.416666667,49.33333333,,,
17.08333333,1.916666667,4.708333333,47.5,,,
17.66666667,1.916666667,8.041666667,45.83333333,,,
16.83333333,2.166666667,5.291666667,50.20833333,,,
15.29166667,2.791666667,6.208333333,48,,,
15.83333333,2.25,5.916666667,52.625,,,
10.54166667,1.625,4.375,51.33333333,,,
11.79166667,2.166666667,4.583333333,47.375,,,
13.20833333,2.833333333,6.5,47.95833333,,,
12.29166667,2.333333333,6.041666667,51.66666667,,,
14.625,1.75,6.041666667,45.66666667,,,
15.33333333,2.791666667,4.916666667,47.54166667,,,
14.91666667,1.916666667,6.375,44.25,,,
19.625,2.583333333,7.041666667,46.75,,,
14.125,1.583333333,7.25,44.45833333,,,
15.375,2.291666667,6.125,50.58333333,,,
14.41666667,2.375,6.333333333,45.5,,,
14.20833333,2.833333333,5.375,47,,,
13.04166667,2.458333333,6.375,48.375,,,
14.83333333,2,4.75,50.08333333,,,
15.625,2.75,4.208333333,51.70833333,,,
13.58333333,2.791666667,4.291666667,49.70833333,,,
12.33333333,2.125,5.666666667,44.41666667,,,
13.83333333,2,5.041666667,44.83333333,,,
16.75,2.875,6.708333333,54.58333333,,,
11.79166667,2.5,6.291666667,42.66666667,,,
17.33333333,2.291666667,5.958333333,48.66666667,,,
11,2.25,5.666666667,51.125,,,
18.79166667,2.541666667,5.375,51.54166667,,,
12.375,2.166666667,6.208333333,45.33333333,,,
11.16666667,2.541666667,6.583333333,44.625,,,
14.75,2.333333333,5.375,43.91666667,,,
11.83333333,2.125,5.416666667,45.375,,,
13.45833333,2.375,7.083333333,48.54166667,,,
15.29166667,2.25,6.5,47.95833333,,,
13.625,2.666666667,5.041666667,47.91666667,,,
15.625,2.541666667,5.5,43.91666667,,,
14.5,2.625,5.25,49.83333333,,,
13.91666667,1.666666667,6.875,46.83333333,,,
18.83333333,2.5,6.833333333,52.04166667,,,
12.08333333,2.25,4.916666667,49.375,,,
15.58333333,3.125,4.458333333,49.16666667,,,
11.625,2.083333333,5.791666667,48.125,,,
14.54166667,2.375,4.833333333,49.875,,,
18.75,2.208333333,6.375,48.625,,,
11.375,2.041666667,5.416666667,50.375,,,
14.33333333,2.166666667,5.166666667,44.875,,,
18.08333333,2.333333333,5.583333333,45.79166667,,,
11.875,2,3.041666667,48.54166667,,,
13.79166667,1.958333333,4.958333333,50.70833333,,,
11.33333333,2.041666667,5.208333333,44.875,,,
14.25,2.5,5.541666667,49.83333333,,,
14.25,2.333333333,5.333333333,47.58333333,,,
12.375,1.916666667,5.666666667,45.79166667,,,
12.375,2.666666667,4.541666667,51.16666667,,,
12.41666667,2.25,5.833333333,49.33333333,,,
12.375,2.666666667,5.583333333,50.16666667,,,
14.08333333,1.791666667,6.166666667,49.41666667,,,
14.70833333,2.25,6.375,46.70833333,,,
16.5,1.875,7.458333333,50.08333333,,,
13.58333333,2.208333333,6,47.375,,,
16.625,2.25,5.833333333,50.75,,,
14.5,1.541666667,6.5,43.33333333,,,
10.75,2.541666667,5.25,48.375,,,
16.375,2.375,6.75,45.08333333,,,
10.08333333,3.291666667,4.791666667,53.91666667,,,
12.16666667,2.25,5.916666667,45.66666667,,,
14.29166667,2.208333333,5.833333333,46.29166667,,,
11.95833333,1.791666667,5.291666667,50,,,
14.79166667,1.75,6.833333333,45.5,,,
12.91666667,2.333333333,6.125,48.375,,,
17.5,2.041666667,5.75,43.91666667,,,
11.375,1.958333333,5.875,47.08333333,,,
12.875,2.541666667,6.958333333,48.95833333,,,
10.58333333,3.291666667,3.958333333,52.08333333,,,
14.83333333,3.083333333,4.791666667,49.41666667,,,
16.83333333,2.041666667,8.291666667,47.29166667,,,
14.16666667,2.916666667,6.958333333,45.58333333,,,
15.875,2.166666667,5,52.45833333,,,
13.375,2.458333333,4.541666667,46.625,,,
14.41666667,2.541666667,7.25,50.41666667,,,
16,2.666666667,5.708333333,47.33333333,,,
18.75,2.5,6.583333333,50.33333333,,,
12.41666667,2.666666667,6.208333333,49.04166667,,,
14.95833333,2.125,5.916666667,48.375,,,
13.16666667,1.958333333,7.208333333,48.04166667,,,
12.70833333,1.916666667,7.375,45.16666667,,,
14.83333333,2.041666667,7.5,48.375,,,
12.375,1.916666667,5.583333333,44.16666667,,,
11.04166667,2.583333333,5.041666667,48.33333333,,,
13.16666667,2.166666667,5.541666667,48.70833333,,,
13.375,1.875,5.625,49.33333333,,,
13.04166667,3.041666667,5.708333333,47.79166667,,,
11.41666667,1.875,4.375,48.91666667,,,
14.29166667,1.916666667,6.625,43.75,,,
13.41666667,1.75,5.791666667,41.45833333,,,
16.875,1.583333333,4.25,49.16666667,,,
14.08333333,2.208333333,7.791666667,45.79166667,,,
11.08333333,1.125,3.458333333,44.41666667,,,
12.45833333,1.916666667,8.083333333,44.66666667,,,
16.625,2.166666667,7.416666667,47.41666667,,,
14.45833333,2.458333333,4.916666667,47.58333333,,,
9.083333333,1.875,4.833333333,47.95833333,,,
12.20833333,2.375,5.708333333,50.625,,,
16.16666667,1.583333333,6.916666667,47.79166667,,,
14.95833333,2.5,6.291666667,51.125,,,
11.41666667,2.541666667,7.125,44.54166667,,,
11.04166667,2.416666667,5.916666667,47.70833333,,,
14.45833333,2.25,6.041666667,50.875,,,
15.04166667,1.875,6.541666667,44.125,,,
11.70833333,1.916666667,4.916666667,46.16666667,,,
8.625,1.958333333,6,45.58333333,,,
12.5,2.416666667,5.875,47.91666667,,,
12.75,1.833333333,4.375,44.41666667,,,
12.25,2.791666667,4.125,49.375,,,
14.125,2.25,5.791666667,47.20833333,,,
13.75,1.791666667,7.916666667,43.70833333,,,
9.875,1.625,4.791666667,50.375,,,
14.16666667,2.875,6.916666667,48.79166667,,,
13.91666667,1.708333333,6.833333333,46.08333333,,,
16.25,3.083333333,6.083333333,45.125,,,
13.375,2.458333333,6.75,44.20833333,,,
14.875,1.541666667,5.166666667,44.79166667,,,
10.79166667,2.416666667,3.041666667,48.75,,,
18.16666667,2.333333333,6.5,47.875,,,
14.66666667,2.083333333,4.666666667,45.91666667,,,
11.41666667,2.541666667,5.916666667,46.58333333,,,
13.29166667,2.583333333,5.333333333,44.625,,,
16.29166667,1.875,7.416666667,42.75,,,
16.33333333,1.916666667,6.458333333,48.16666667,,,
15.20833333,2.458333333,5.5,48.66666667,,,
13.08333333,2.208333333,4.416666667,49.04166667,,,
13.25,2.541666667,5.541666667,50.20833333,,,
15.83333333,3.083333333,6.208333333,51.08333333,,,
11.79166667,2.25,6.583333333,46.83333333,,,
17.83333333,2,5.25,49.45833333,,,
16.91666667,1.958333333,7.125,41,,,
13.41666667,2.25,3.625,47.375,,,
9.458333333,1.875,5.208333333,45.16666667,,,
12.45833333,2.5,6.166666667,49.375,,,
12.54166667,2.333333333,4.416666667,52.29166667,,,
12.125,2.083333333,5.75,52.04166667,,,
14,2.666666667,5.916666667,46.5,,,
10.58333333,2.5,4.875,46.41666667,,,
11.79166667,2.5,5.833333333,46,,,
15.70833333,2.375,6.541666667,47.5,,,
16.125,1.875,5.708333333,47.16666667,,,
16.125,2.25,4.291666667,49.04166667,,,
14.25,2.666666667,6.666666667,50.45833333,,,
16.70833333,2.333333333,6.583333333,45.625,,,
13.79166667,2.416666667,6.25,46.45833333,,,
13.70833333,2.375,5.041666667,48.875,,,
16.125,2.666666667,5.833333333,47.625,,,
13.75,1.708333333,5.666666667,46.29166667,,,
9.625,2.208333333,3.666666667,48.33333333,,,
19.83333333,2.291666667,6.291666667,45.91666667,,,
11.33333333,2.083333333,6.583333333,50.29166667,,,
12.20833333,2.333333333,4.666666667,47.95833333,,,
14.04166667,2.208333333,6.333333333,49,,,
18.375,2.333333333,6.833333333,49.29166667,,,
13.41666667,1.958333333,5.041666667,44.66666667,,,
9.125,2.125,4.666666667,45.5,,,
14.33333333,2.083333333,4.875,47.33333333,,,
15.79166667,1.458333333,6.541666667,47,,,
15.16666667,2.083333333,8,40.95833333,,,
12.45833333,2.583333333,5.583333333,48.41666667,,,
17.79166667,2.083333333,5.25,46.58333333,,,
13.5,2.75,5.625,46.375,,,
16.29166667,3,5.666666667,45.79166667,,,
15.58333333,2.333333333,7.125,48.20833333,,,
13.75,2.916666667,5.208333333,49.04166667,,,
10.04166667,1.666666667,4.5,49.20833333,,,
13.58333333,2.083333333,5.25,46.16666667,,,
14.08333333,1.75,5.208333333,48.33333333,,,
11.95833333,2.25,5.416666667,48.70833333,,,
13.58333333,2,6.166666667,48.79166667,,,
13.16666667,2.083333333,7.041666667,49.04166667,,,
14.79166667,1.708333333,6.166666667,44.95833333,,,
16.66666667,1.416666667,7.083333333,50.33333333,,,
11.875,2.541666667,2.958333333,45.125,,,
13.20833333,2,5.25,45.25,,,
13.58333333,2,5.541666667,47.45833333,,,
15.625,2.708333333,5.333333333,46.25,,,
12.95833333,2.125,4.458333333,49.75,,,
14.08333333,1.833333333,5,47.16666667,,,
11.16666667,2.916666667,4.666666667,51.29166667,,,
12.79166667,1.916666667,5.625,46.16666667,,,
11.25,2.25,5.875,50.08333333,,,
11.875,2.125,5.208333333,52.41666667,,,
12.54166667,1.875,5.708333333,48.16666667,,,
11.79166667,2.333333333,5.583333333,47.04166667,,,
16.08333333,2.625,5.166666667,47.125,,,
10.08333333,1.916666667,5.083333333,51,,,
14.58333333,2.375,6.25,48.25,,,
14.83333333,2.833333333,6.666666667,47.41666667,,,
17.70833333,2.625,6.458333333,45.25,,,
10.29166667,1.75,4.958333333,45.04166667,,,
14.04166667,2.083333333,4.875,43.45833333,,,
12.25,1.916666667,6.166666667,47.70833333,,,
14.91666667,2.125,5.708333333,46.5,,,
16.33333333,2.916666667,8.208333333,45.58333333,,,
18.20833333,2.541666667,7.666666667,44.54166667,,,
14.125,2.333333333,6.833333333,47.29166667,,,
17.875,1.791666667,6.458333333,47.41666667,,,
12.29166667,2.291666667,5.25,44.625,,,
11.95833333,1.916666667,3.833333333,45.875,,,
17,2,5.541666667,47.25,,,
11,1.541666667,6.75,47.95833333,,,
12.70833333,2,7.666666667,50,,,
18.875,2.583333333,6.208333333,48.08333333,,,
13.875,1.708333333,5.125,47.16666667,,,
16.20833333,3.041666667,5.208333333,47.58333333,,,
11.375,1.875,4.708333333,45.08333333,,,
10.54166667,2,6,45.5,,,
10.83333333,2.625,5.833333333,47.58333333,,,
15.29166667,2.5,4.5,50.08333333,,,
12.54166667,2.166666667,4.833333333,46.83333333,,,
11.70833333,1.958333333,6.625,46,,,
14.04166667,2,6.125,48.66666667,,,
13.58333333,2.375,4.791666667,45.45833333,,,
16.29166667,2.041666667,6.166666667,46.95833333,,,
17.45833333,2.666666667,6.208333333,54.16666667,,,
13.70833333,2.416666667,4.416666667,47,,,
16.45833333,2.458333333,5.791666667,47.54166667,,,
17.16666667,2.666666667,7.125,50.79166667,,,
11.54166667,2.416666667,5.291666667,44.45833333,,,
12.04166667,2.083333333,5.583333333,49.16666667,,,
15.95833333,2.333333333,5.666666667,45.95833333,,,
19.25,1.875,5.458333333,46.625,,,
11.20833333,1.5,4.541666667,47.91666667,,,
13.70833333,2.166666667,6.375,46.875,,,
12,2.541666667,5,44.75,,,
12.20833333,2.333333333,5.666666667,50.75,,,
12.91666667,1.833333333,5.5,47.79166667,,,
12.20833333,2.833333333,5.625,56.83333333,,,
21.70833333,1.916666667,5.708333333,46.75,,,
10.20833333,2.416666667,4.916666667,47,,,
8.25,2.375,4,45.58333333,,,
15.16666667,2.208333333,6.916666667,48.625,,,
15.91666667,2.375,6.458333333,53.83333333,,,
10.70833333,2.083333333,4.541666667,44.91666667,,,
14.33333333,2,6.875,48.04166667,,,
11.75,2.25,5.375,44.875,,,
16.08333333,2.083333333,7,44.58333333,,,
16.5,2.541666667,5.5,48.70833333,,,
13.45833333,3.083333333,4.25,52.75,,,
16.16666667,3.25,5.666666667,50.79166667,,,
12.95833333,2.5,5.583333333,48.70833333,,,
11.54166667,3.208333333,6.375,47.5,,,
11.58333333,3.166666667,5.166666667,49.95833333,,,
13.41666667,2.25,4.541666667,53.79166667,,,
10.83333333,2.708333333,4.916666667,52.91666667,,,
16.75,2.291666667,7.541666667,47,,,
16.16666667,2.666666667,6.5,47.41666667,,,
13.20833333,2.083333333,7.125,47,,,
19.75,2.458333333,6.75,48.83333333,,,
11.41666667,2.25,5.375,51.41666667,,,
12.29166667,1.833333333,6.291666667,50.45833333,,,
14.66666667,2.291666667,6,47.625,,,
14.04166667,2.208333333,7.541666667,43.91666667,,,
11.375,2.583333333,4.625,50.91666667,,,
18.25,2.833333333,6.458333333,49.625,,,
16.41666667,2.583333333,5.666666667,48.83333333,,,
11.33333333,2,6.083333333,44.08333333,,,
11.54166667,2.208333333,5.125,46.70833333,,,
16.5,2.708333333,5.791666667,43,,,
11.54166667,2.208333333,6.291666667,51.91666667,,,
16.70833333,1.75,6.833333333,45.91666667,,,
13.08333333,2.583333333,6.458333333,50.5,,,
17.66666667,1.291666667,4.958333333,43.875,,,
13.70833333,2.083333333,5.875,47.29166667,,,
16.08333333,2.291666667,6.25,46.95833333,,,
16.625,2.208333333,6.708333333,43.70833333,,,
12.54166667,1.833333333,5.25,49.625,,,
13.29166667,2.416666667,3.5,44.25,,,
14.625,2,4.333333333,51.375,,,
12.91666667,2.166666667,5.458333333,45.125,,,
14.79166667,2.708333333,4.25,47.04166667,,,
11.20833333,2.458333333,4.833333333,48.91666667,,,
11.83333333,2.125,6.75,44.83333333,,,
13.20833333,1.208333333,6.375,43.83333333,,,
16.83333333,2,4.25,48.16666667,,,
12.75,1.75,6.791666667,44.83333333,,,
11.95833333,2.583333333,6.333333333,52.58333333,,,
13.375,1.375,7.916666667,48,,,
12.95833333,2.125,7,48.70833333,,,
14.08333333,2.416666667,5.166666667,46.5,,,
8.958333333,2.625,5.541666667,51.875,,,
10.625,1.375,5,44.33333333,,,
16.625,2.541666667,4.875,49.5,,,
9.458333333,1.916666667,4.875,47.70833333,,,
11.25,2.041666667,6.208333333,53.25,,,
13.75,1.958333333,7.333333333,44.54166667,,,
13.70833333,2.458333333,6.708333333,49.5,,,
11.83333333,2.083333333,4.541666667,45.125,,,
14.54166667,1.791666667,5.791666667,49.16666667,,,
12.29166667,1.875,5.958333333,45.75,,,
17.5,2.125,7.416666667,42.375,,,
13.04166667,2.291666667,5.5,50.58333333,,,
14.16666667,1.833333333,6.791666667,45.08333333,,,
14.33333333,2.208333333,4.5,44.58333333,,,
17.125,2.791666667,6.208333333,46.04166667,,,
10.75,2.791666667,5.125,52.08333333,,,
12.375,2.208333333,7.416666667,49.45833333,,,
14.58333333,2.458333333,7.916666667,48.20833333,,,
17.08333333,2.333333333,6.5,50.20833333,,,
12.625,2.041666667,4.708333333,47.20833333,,,
11.375,1.458333333,5.541666667,43.25,,,
13.58333333,3.083333333,6.125,54.29166667,,,
17.41666667,3,6.541666667,46.91666667,,,
14.54166667,1.625,5.25,46.70833333,,,
12.41666667,2.166666667,6,46.125,,,
16.5,2.333333333,6.333333333,46.83333333,,,
14.70833333,3.083333333,4.125,46.45833333,,,
14.54166667,2.25,4.583333333,48.75,,,
13.08333333,2.416666667,7.333333333,48.625,,,
9.708333333,1.583333333,5.458333333,44.5,,,
11.375,2.333333333,6.125,54.04166667,,,
12.04166667,2.166666667,5.208333333,45.04166667,,,
13.16666667,1.583333333,5.458333333,45.91666667,,,
13.45833333,2.166666667,6,49.58333333,,,
16.29166667,2.083333333,8.25,44.70833333,,,
14.70833333,2.833333333,6.25,48.375,,,
12.95833333,2.125,3.5,49.5,,,
10.95833333,1.833333333,7.25,46.04166667,,,
13.875,1.958333333,7.625,49.41666667,,,
16.25,2.416666667,5.875,50.20833333,,,
9.75,1.875,5.541666667,44.45833333,,,
15.375,2.166666667,4.458333333,49.66666667,,,
13.45833333,1.791666667,5.666666667,46.54166667,,,
22.25,2.166666667,5.75,45.58333333,,,
16.29166667,3.333333333,6.125,51,,,
16.5,3.208333333,4.666666667,52.75,,,
12.95833333,2.916666667,5.083333333,49.66666667,,,
12.20833333,2.375,4.75,46.29166667,,,
18.33333333,2.5,7.416666667,51.33333333,,,
14.625,3.583333333,6.416666667,49.875,,,
19.16666667,2.041666667,5.041666667,44.625,,,
12.54166667,2.083333333,6.083333333,49.08333333,,,
14.125,2,5.916666667,46.83333333,,,
11.83333333,2.125,4.916666667,51.25,,,
13.625,2.291666667,4.916666667,46.83333333,,,
13.29166667,2.458333333,4.833333333,47.33333333,,,
14.66666667,2.125,6.958333333,48.79166667,,,
13.79166667,2,7.583333333,52.04166667,,,
16.20833333,3.125,6,52.875,,,
15.08333333,2.666666667,5.458333333,43.91666667,,,
14.29166667,2.166666667,4.291666667,40.95833333,,,
10.375,1.708333333,4.75,45.45833333,,,
14.58333333,1.875,6.541666667,46.83333333,,,
8.583333333,2.208333333,4.166666667,50.33333333,,,
15.16666667,2.125,7.208333333,42.875,,,
15.20833333,2.25,6.708333333,50.25,,,
11.08333333,1.875,7.166666667,43.58333333,,,
11.29166667,1.958333333,6.291666667,42.25,,,
12.45833333,2.75,4.458333333,47.125,,,
16.33333333,2.416666667,5.875,44.45833333,,,
14.58333333,1.541666667,6.916666667,46.54166667,,,
14.5,2.833333333,6.041666667,48.79166667,,,
12.54166667,2.208333333,6.333333333,47.83333333,,,
11.54166667,2.041666667,5.25,52.29166667,,,
11.91666667,1.958333333,4.041666667,44.875,,,
12.95833333,2.166666667,5.916666667,49.79166667,,,
9.75,1.791666667,4.875,44,,,
11.25,2.333333333,5.25,50.79166667,,,
11.41666667,1.291666667,5.833333333,47.04166667,,,
10.41666667,2.5,4.375,47.75,,,
13.625,1.833333333,5.458333333,45.75,,,
11.29166667,2.125,4.666666667,44.04166667,,,
13.625,2.041666667,5.458333333,47.375,,,
20.70833333,2.041666667,5,47.70833333,,,
14.70833333,2.041666667,7.166666667,49.5,,,
11.125,1.625,4.625,44.58333333,,,
12.41666667,2.166666667,4.833333333,44.375,,,
17.58333333,1.916666667,6.666666667,44.20833333,,,
15.83333333,2.125,6.416666667,46.54166667,,,
13.29166667,1.666666667,5.791666667,46.20833333,,,
14.375,2.708333333,6.375,45.91666667,,,
12.08333333,1.75,5.416666667,44.41666667,,,
13.83333333,2.458333333,3.916666667,50.79166667,,,
10.125,1.583333333,4.916666667,41.95833333,,,
14.16666667,1.875,6.5,49.66666667,,,
10.5,2.708333333,4.833333333,50,,,
13.16666667,2.333333333,5.625,45,,,
12.95833333,2.416666667,4.291666667,47.08333333,,,
16.58333333,2.5,6.25,44.66666667,,,
11.70833333,2.25,5.958333333,50.66666667,,,
16.04166667,2.333333333,6.208333333,46.45833333,,,
13.66666667,3.125,4.791666667,47.125,,,
13.45833333,1.666666667,4.291666667,47.79166667,,,
11.75,2.416666667,4.25,45.66666667,,,
15.70833333,2.625,4.958333333,50.16666667,,,
15.33333333,2.166666667,5.791666667,47.41666667,,,
14.33333333,2,6.458333333,44.70833333,,,
13.70833333,1.791666667,5.083333333,41.54166667,,,
19.25,2.416666667,6.916666667,47.95833333,,,
11.75,1.666666667,6.041666667,46.20833333,,,
11.75,1.75,5.666666667,42.79166667,,,
14.08333333,2.5,7.416666667,44.95833333,,,
14.95833333,2.416666667,5.166666667,48.79166667,,,
11.375,1.625,5.125,48.33333333,,,
15.25,2.25,4.666666667,45.04166667,,,
15.08333333,2.708333333,6.375,43.08333333,,,
12.29166667,1.958333333,4.833333333,46.20833333,,,
13.33333333,2.166666667,4.208333333,45,,,
15.875,1.833333333,6.833333333,50.91666667,,,
13.95833333,2.416666667,5.125,45.875,,,
13.5,1.875,8.708333333,47.875,,,
16.45833333,2.166666667,6.583333333,43.91666667,,,
9.958333333,2.75,3.583333333,43.45833333,,,
16.20833333,2.125,4.125,50.125,,,
15.41666667,2.333333333,6.416666667,51.5,,,
12.66666667,2.5,6.875,48.41666667,,,
12.5,2.708333333,6.875,45.95833333,,,
14.16666667,1.916666667,5.625,43.66666667,,,
17.25,2,6.625,46.625,,,
16.125,1.75,5.875,45.25,,,
14.54166667,2.041666667,5.083333333,44.91666667,,,
16.58333333,2.5,7.25,43.79166667,,,
14.25,1.958333333,5.958333333,49.33333333,,,
13.08333333,1.916666667,4.291666667,48.29166667,,,
13.54166667,1.5,5.916666667,45.58333333,,,
17.83333333,1.666666667,7.625,47.75,,,
11.45833333,1.958333333,5.5,52.29166667,,,
10.5,1.958333333,4.833333333,47.20833333,,,
8.875,1.875,5.333333333,48.125,,,
19.625,2.666666667,5.333333333,48.04166667,,,
14.45833333,2.291666667,7.916666667,49.625,,,
11.625,1.875,6.541666667,44.08333333,,,
12.70833333,2.041666667,5.25,46,,,
16.5,2.25,6.25,46.5,,,
12.33333333,2.25,6.208333333,52.45833333,,,
11.95833333,2.166666667,5.041666667,47.70833333,,,
13.41666667,2.416666667,5.166666667,47.54166667,,,
16.16666667,2.541666667,5.333333333,45.08333333,,,
12.875,2.625,6.583333333,49.79166667,,,
14.33333333,2.291666667,6.083333333,40.625,,,
10.66666667,2.5,5,49.29166667,,,
10.875,1.958333333,4,46.04166667,,,
19.70833333,2.541666667,6,51.75,,,
13.625,2.041666667,5.666666667,49.95833333,,,
10.29166667,2.583333333,5.75,48.5,,,
14.75,2.625,7,52.29166667,,,
12.25,2.208333333,6.166666667,51.08333333,,,
10.08333333,2.208333333,6.625,46.25,,,
13.25,1.916666667,5.375,45.04166667,,,
14.125,2.291666667,5.333333333,42.375,,,
8.166666667,2.333333333,4.541666667,52.29166667,,,
